accuracy,reaction_time,attempts,level1.0,0.596,1,2
1.0,0.596,1,2
1.0,1.206,1,2
1.0,1.323,1,2
1.0,1.582,1,2
1.0,1.38,1,2
0.0,0.0,1,2
1.0,0.952,1,2
1.0,1.227,1,2
1.0,1.261,1,2
1.0,1.581,1,2
1.0,0.816,1,2
1.0,1.07,1,2
1.0,1.581,1,2
1.0,1.001,1,2
1.0,1.002,1,2
1.0,1.444,1,2
1.0,1.665,1,2
1.0,0.56,1,2
1.0,0.882,1,2
1.0,0.951,1,2
1.0,0.56,1,2
1.0,0.593,1,2
1.0,0.626,1,2
1.0,0.56,1,2
1.0,0.594,1,2
1.0,0.866,1,2
1.0,0.883,1,2
1.0,0.951,1,2
